id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responseStarted,rtUntillMotionTreshold,cueForRep.started,space2pass.started,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,-300,0.5,none,,red,green,,535.1099122472469,,,,,0,215,215,70,trial,,,,,,red,0.5351099122472469,0.5416666666666666,2.3080841999999393,0.9967630000001009,1e-05,1e-05,0.03299,0.5415745999998762,0.5749209000005067,1.999754600000415,2.0329640999998446,2.3080841999999393,2.424730499999896,0.11664629999995668,2.3080841999999393,2.5081915999999183,3.333153100000345,1.0250689000004058,0.9084226000004492,1.0,0.0,-0.14782350948509485,,,,None,,-0.3,-0.3,0.20177991224724695,0.2,trial_list_0.5_green.csv,0.19975500000055035,0.23305859999982204,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,green,red,,1256.696040594115,,,,,0,216,216,155,trial,,,,,,green,1.256696040594115,1.2666666666666666,2.3084131000005073,0.9974066999993738,1e-05,1e-05,0.03334,1.2669052000001102,1.3004110000001674,2.000713100000212,2.033238099999835,2.3084131000005073,2.3084131000005073,0.0,2.3084131000005073,2.5086668000003556,3.0166979000005085,0.7082848000000013,0.7082848000000013,1.66857,-0.12757382759528066,0.07467736249479844,,,,None,,0.3,0.3,1.590026040594115,1.6,trial_list_0.5_green.csv,1.5998911000006046,1.6335692000002382,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,361.401455270725,,,,,0,217,217,48,trial,,,,,,red,0.36140145527072504,0.36666666666666664,2.3078191000004153,0.9976750000005268,1e-05,1e-05,,0.366638000000421,0.3997122999999192,1.9996250000003783,,2.3078191000004153,2.4578449999999066,0.15002589999949123,2.3078191000004153,2.507857200000217,3.149944200000391,0.8421250999999756,0.6920992000004844,0.29404,0.11794354792566639,0.08911290287717015,,,,None,,-0.033,-0.03333333333333333,0.29507145527072504,0.3,trial_list_0.5_green.csv,0.2996671000000788,0.333221599999888,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,green,red,,224.099079001653,,,,,0,218,218,355,trial,,,,,,green,0.224099079001653,0.225,2.3082746000000043,0.9978031000000556,1e-05,1e-05,,0.2246445999999196,0.2583335999997871,1.999678600000152,,2.3082746000000043,2.633216899999752,0.3249422999997478,2.3082746000000043,2.5080496999999013,3.2745144000000437,0.9662398000000394,0.6412975000002916,0.30124,0.11993039307343518,0.08642043030291653,,,,None,,0.3,0.3,0.5574290790016531,0.5583333333333333,trial_list_0.5_green.csv,0.5581622999998217,0.5914846999994552,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-233,0.5,none,,green,red,,1680.4854149453074,,,,,0,219,219,111,trial,,,,,,green,1.6804854149453075,1.6916666666666667,2.3081745000008596,0.9982774000000063,2e-05,2e-05,0.03334,1.691909800000758,1.7253645000000688,2.0002526000007492,2.033136700000796,2.3081745000008596,2.3581252000003587,0.04995069999949919,2.3081745000008596,2.50821840000026,3.500292200000331,1.1921176999994714,1.1421669999999722,1.81183,-0.08238532167265221,0.1227373159612982,,,,None,,-0.233,-0.23333333333333334,1.4141554149453075,1.425,trial_list_0.5_green.csv,1.4250730000003387,1.4582241000007343,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,red,green,,515.5073126635493,,,,,0,220,220,482,trial,,,,,,red,0.5155073126635493,0.5166666666666666,2.3081480999999258,0.9972885999995924,9e-05,9e-05,0.0338,0.5164625999996133,0.5497717999996894,1.9999765000002299,2.0334102999995594,2.3081480999999258,2.3081480999999258,0.0,2.3081480999999258,2.508150999999998,3.283192799999597,0.9750446999996711,0.9750446999996711,0.53522,0.1469193816796072,-0.016324375742178578,,,,None,,0.233,0.23333333333333334,0.7818373126635494,0.7833333333333333,trial_list_0.5_green.csv,0.7833075999997163,0.8165277999996761,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,red,green,,1328.3464243883732,,,,,0,221,221,442,trial,,,,,,red,1.3283464243883731,1.3333333333333333,2.308382199999869,0.9985447999997632,2e-05,2e-05,0.03337,1.3332704999993439,1.3665530999996918,1.999955699999191,2.0332762999996703,2.308382199999869,2.308382199999869,0.0,2.308382199999869,2.5081829999999172,2.9249971999997797,0.6166149999999107,0.6166149999999107,1.26579,-0.10958133244144566,-0.09921553072401161,,,,None,,-0.3,-0.3,0.9950164243883731,1.0,trial_list_0.5_green.csv,0.9999517999995078,1.03332649999993,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,529.171893026215,,,,,0,222,222,209,trial,,,,,,green,0.529171893026215,0.5333333333333333,2.3083927999996376,0.9969046999995044,2e-05,2e-05,,0.5337958000000071,0.5668471999997564,2.000191099999938,2.033553100000063,2.3083927999996376,2.566642199999478,0.25824939999984053,2.3083927999996376,2.50838930000009,3.5001130999999077,1.19172030000027,0.9334709000004295,0.7925,0.0896805791773169,-0.11751248305993249,,,,None,,0.233,0.23333333333333334,0.795501893026215,0.8,trial_list_0.5_green.csv,0.8006193000001076,0.8334406000003582,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,red,green,,1455.8110551853456,,,,,0,223,223,238,trial,,,,,,red,1.4558110551853456,1.4666666666666666,2.3164935000004334,0.998427399999855,2e-05,2e-05,0.03338,1.4667144000004555,1.4998579000002792,1.9997379000005822,2.0339121000006344,2.3164935000004334,2.3164935000004334,0.0,2.3164935000004334,2.5165014000003794,2.975045300000602,0.6585518000001684,0.6585518000001684,1.46862,-0.1471058078636271,-0.014548926052446634,,,,None,,0.3,0.3,1.7891410551853455,1.8,trial_list_0.5_green.csv,1.7997519000000466,1.8330406000004587,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,1482.0130268479816,,,,,0,224,224,227,trial,,,,,,green,1.4820130268479816,1.4916666666666667,2.308125500000642,0.9971872000005533,1e-05,1e-05,0.03295,1.491718100000071,1.5246286000001419,2.00000750000072,2.033182900000611,2.308125500000642,2.324856400000499,0.016730899999856774,2.308125500000642,2.508432000000539,3.3412185000006502,1.033093000000008,1.0163621000001513,1.56814,-0.14444963950095263,0.03140209554368536,,,,None,,0.233,0.23333333333333334,1.7483430268479816,1.7583333333333333,trial_list_0.5_green.csv,1.7583419000002323,1.791286200000286,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,269.9137079487409,0,0,0,0,0,225,225,430,fam,0.5404850999993869,0.5404850999993869,269.99999999999955,2.5489207999999053,2.5489207999999053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,269.9137079487409,1,0,1,0,0,225,225,430,fam,0.49875299999985145,0.49875299999985145,269.99999999999955,2.506970399999773,2.506970399999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,269.9137079487409,2,0,2,0,0,225,225,430,fam,0.49861629999941215,0.49861629999941215,269.99999999999955,2.5070583999995506,2.5070583999995506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,269.9137079487409,3,0,3,0,0,225,225,430,fam,0.49864590000015596,0.49864590000015596,269.99999999999955,2.5068716000005224,2.5068716000005224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,269.9137079487409,,,,,0,225,225,430,trial,,,,,,red,0.2699137079487409,0.275,2.3081412000001365,0.9908585000002859,1e-05,1e-05,0.03294,0.27468250000038097,0.3083986999999979,1.9995858000002045,2.0332124000005933,2.3081412000001365,2.3081412000001365,0.0,2.3081412000001365,2.5083738000002995,3.0997714000004635,0.791630200000327,0.791630200000327,0.20986,0.09055249339585139,0.11684192696238889,,,,None,,0.033,0.03333333333333333,0.3362437079487409,0.3416666666666667,trial_list_0.5_green.csv,0.34135000000060245,0.3748148000004221,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1269.958390987351,,,,,0,226,226,400,trial,,,,,,red,1.269958390987351,1.275,2.308261200000743,0.9974722000006295,2e-05,2e-05,0.03325,1.2746352000003753,1.3082742000005965,2.0000056000008044,2.0332633000007263,2.308261200000743,2.308261200000743,0.0,2.308261200000743,2.5082437999999456,2.899770500000159,0.5915092999994158,0.5915092999994158,1.25505,-0.10617279038605205,-0.10285489068648794,,,,None,,-0.167,-0.16666666666666666,1.0696283909873512,1.075,trial_list_0.5_green.csv,1.0751171000001705,1.108204900000601,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,green,red,,150.63364328900366,,,,,0,227,227,389,trial,,,,,,green,0.15063364328900367,0.15,2.308119799999986,0.9977073000000019,1e-05,1e-05,0.0336,0.15016300000024785,0.18370649999997113,1.9998899000001984,2.0335917000002155,2.308119799999986,2.324941100000615,0.01682130000062898,2.308119799999986,2.5081498999998075,3.116493800000171,0.8083740000001853,0.7915526999995564,0.14146,0.06355429069908901,0.13346401046808692,,,,None,,0.033,0.03333333333333333,0.21696364328900364,0.21666666666666667,trial_list_0.5_green.csv,0.21694620000016585,0.25010000000020227,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,green,red,,1302.1282395452083,,,,,0,228,228,239,trial,,,,,,green,1.3021282395452083,1.3083333333333333,2.3083637999998246,0.9974265999999261,2e-05,2e-05,,1.3080282999999326,1.341685299999881,1.9996946000001117,,2.3083637999998246,2.3083637999998246,0.0,2.3083637999998246,2.5080324000000473,3.100009100000534,0.7916453000007095,0.7916453000007095,1.66359,-0.12872830551555073,0.07266920472652057,,,,None,,0.033,0.03333333333333333,1.3684582395452083,1.375,trial_list_0.5_green.csv,1.374963299999763,1.4081077999999252,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,red,green,,362.581726625014,,,,,0,229,229,476,trial,,,,,,red,0.36258172662501403,0.36666666666666664,2.3083747000000585,0.9971209999994244,2e-05,2e-05,,0.36692300000049727,0.400265400000535,2.000253799999882,,2.3083747000000585,2.4421274000005724,0.13375270000051387,2.3083747000000585,2.5088783999999578,2.916979000000538,0.6086043000004793,0.4748515999999654,0.5,0.14782350948509485,0.0,,,,None,,0.3,0.3,0.695911726625014,0.7,trial_list_0.5_green.csv,0.7003156999999192,0.7336921000005532,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,red,green,,1136.3347433268586,,,,,0,230,230,454,trial,,,,,,red,1.1363347433268587,1.1416666666666666,2.30814939999982,0.9973047000003135,1e-05,1e-05,0.03319,1.1415667000001122,1.1749341999993703,1.9999393999996755,2.033347099999446,2.30814939999982,2.3249314999993658,0.016782099999545608,2.30814939999982,2.5080415000002176,2.9417537999997876,0.6336043999999674,0.6168223000004218,1.12063,-0.05469066640306123,-0.1373343400787982,,,,None,,0.3,0.3,1.4696647433268586,1.475,trial_list_0.5_green.csv,1.4749259999998685,1.508193399999982,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1623.3547493658484,,,,,0,231,231,150,trial,,,,,,red,1.6233547493658484,1.6333333333333333,2.3084341000003405,0.9972461999996085,1e-05,1e-05,,1.6333457000000635,1.6666922000003979,2.000224200000048,2.03353320000042,2.3084341000003405,2.617500000000291,0.3090658999999505,2.3084341000003405,2.508586799999648,3.350478100000146,1.0420439999998052,0.7329780999998547,1.49525,-0.14780704715312273,-0.0022060753306436228,,,,None,,-0.167,-0.16666666666666666,1.4230247493658486,1.4333333333333333,trial_list_0.5_green.csv,1.4332941000002393,1.466657099999793,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,1357.195851898509,,,,,0,232,232,298,trial,,,,,,red,1.357195851898509,1.3666666666666667,2.308973700000024,0.9972806000005221,1e-05,1e-05,,1.3670151000005717,1.4000313000005917,1.9999017999998614,2.0334321000000273,2.308973700000024,2.39179729999978,0.08282359999975597,2.308973700000024,2.5082125999997515,3.1500394000004235,0.8410657000003994,0.7582421000006434,1.50994,-0.14775138285992512,0.00461723071437266,,,,None,,0.167,0.16666666666666666,1.5575258518985091,1.5666666666666667,trial_list_0.5_green.csv,1.5671196000002965,1.5999094999997396,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,red,green,,1153.524648013195,,,,,0,233,233,112,trial,,,,,,red,1.153524648013195,1.1583333333333332,2.30886720000035,0.9983099000000948,1e-05,1e-05,,1.158447800000431,1.1921904000000723,2.000215600000047,,2.30886720000035,2.30886720000035,0.0,2.30886720000035,2.508709099999578,3.1834539000001314,0.8745866999997816,0.8745866999997816,1.32621,-0.12633234755373662,-0.07675889471619442,,,,None,,-0.1,-0.1,1.020194648013195,1.025,trial_list_0.5_green.csv,1.0249518000000535,1.0583607999997184,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,432.3772698583824,,,,,0,234,234,413,trial,,,,,,green,0.43237726985838243,0.43333333333333335,2.308435699999791,0.9966948999999659,2e-05,2e-05,0.03331,0.43319809999957215,0.4665982999995322,2.000068599999395,2.0332825999994384,2.308435699999791,2.391541399999369,0.08310569999957806,2.308435699999791,2.508273699999336,2.941947999999684,0.633512299999893,0.5504066000003149,0.65345,0.13097652326406906,-0.06853422728933846,,,,None,,0.233,0.23333333333333334,0.6987072698583825,0.7,trial_list_0.5_green.csv,0.6999370999992607,0.733360399999583,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,511.4995199538423,,,,,0,235,235,160,trial,,,,,,red,0.5114995199538424,0.5166666666666666,2.308359699999528,0.9971363000004203,1e-05,1e-05,0.03334,0.5169379999997545,0.550300499999139,2.000211599999602,2.0335488999999143,2.308359699999528,2.40849419999995,0.10013450000042212,2.308359699999528,2.508604099999502,3.1419317999998384,0.8335721000003105,0.7334375999998883,0.41497,0.1425800824992914,0.03902191731559555,,,,None,,0.167,0.16666666666666666,0.7118295199538424,0.7166666666666667,trial_list_0.5_green.csv,0.716865799999141,0.7502544999997554,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,839.0730717186705,,,,,0,236,236,458,trial,,,,,,red,0.8390730717186705,0.8416666666666667,2.308212800000547,0.9982572999997501,2e-05,2e-05,0.03348,0.8414686000005531,0.8747947000001659,1.9999321000004784,2.0337538000003406,2.308212800000547,2.541582400000152,0.23336959999960527,2.308212800000547,2.508682800000315,3.4670225999998365,1.1588097999992897,0.9254401999996844,1.42829,-0.14408835213339283,-0.03302024736390253,,,,None,,0.167,0.16666666666666666,1.0394030717186704,1.0416666666666667,trial_list_0.5_green.csv,1.0418435999999929,1.075027400000181,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,green,red,,1630.4063405571294,,,,,0,237,237,257,trial,,,,,,green,1.6304063405571294,1.6416666666666666,2.308234399999492,0.9985176999998657,1e-05,1e-05,0.0333,1.6418614999993224,1.6749049999998533,2.0000618999993094,2.0331998000001477,2.308234399999492,2.308234399999492,0.0,2.308234399999492,2.5080162999993263,3.3413579999996728,1.0331236000001809,1.0331236000001809,1.92102,-0.03630184961838005,0.14329677480939493,,,,None,,-0.1,-0.1,1.4970763405571295,1.5083333333333333,trial_list_0.5_green.csv,1.5083460999994713,1.542026299999634,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,771.1358144138495,,,,,0,238,238,215,trial,,,,,,green,0.7711358144138495,0.775,2.308947200000148,0.9987903999999617,1e-05,1e-05,0.0334,0.7750327000003381,0.8085080999999263,1.9998515999996016,2.0331350999995266,2.308947200000148,2.391583599999649,0.08263639999950101,2.308947200000148,2.5087897000003068,2.95048609999958,0.641538899999432,0.558902499999931,0.83255,0.07422743441718682,-0.12783613705182176,,,,None,,0.233,0.23333333333333334,1.0374658144138496,1.0416666666666667,trial_list_0.5_green.csv,1.0415125999998054,1.0752968999995574,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-233,0.5,none,,red,green,,1038.8921694224273,,,,,0,239,239,178,trial,,,,,,red,1.0388921694224273,1.0416666666666667,2.3083154999994804,0.9967741000000387,1e-05,1e-05,0.03338,1.0414382999997542,1.074979500000154,1.9996597999997903,2.0333628999997018,2.3083154999994804,2.516231399999924,0.2079159000004438,2.3083154999994804,2.5082688000002236,3.141151300000274,0.8328358000007938,0.62491990000035,1.09774,-0.044678748214013804,-0.14090989821342814,,,,None,,-0.233,-0.23333333333333334,0.7725621694224273,0.775,trial_list_0.5_green.csv,0.7748188999994454,0.808109699999477,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,red,green,,1271.9659062144344,,,,,0,240,240,190,trial,,,,,,red,1.2719659062144344,1.2833333333333332,2.30817769999976,0.9982691000004706,2e-05,2e-05,0.03348,1.2834585999999035,1.3167824000001929,1.999829200000022,2.033448700000008,2.30817769999976,2.424764299999879,0.11658660000011878,2.30817769999976,2.5089140000000043,2.9253257999998823,0.6171481000001222,0.5005615000000034,1.76645,-0.09898810942555834,0.1097868122719829,,,,None,,0.3,0.3,1.6052959062144343,1.6166666666666667,trial_list_0.5_green.csv,1.6166105000002062,1.650177600000461,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,366.5571130524975,,,,,0,241,241,28,trial,,,,,,red,0.36655711305249755,0.36666666666666664,2.308526900000288,0.9974523999999292,2e-05,2e-05,,0.36680969999997615,0.4006260000005568,2.0001203000001624,,2.308526900000288,2.308526900000288,0.0,2.308526900000288,2.5085244000001694,3.125002400000085,0.8164754999997967,0.8164754999997967,0.14583,0.06538122722156474,0.1325785996437285,,,,None,,-0.167,-0.16666666666666666,0.16622711305249754,0.16666666666666666,trial_list_0.5_green.csv,0.16736870000022464,0.2005847000000358,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,red,green,,1726.6397685290929,,,,,0,242,242,380,trial,,,,,,red,1.7266397685290928,1.7333333333333334,2.3077445000008083,0.9988408999997773,1e-05,1e-05,0.03332,1.7328320000005988,1.7662368999999671,1.9996338999999352,2.0330567000000883,2.3077445000008083,2.3077445000008083,0.0,2.3077445000008083,2.5085361000001285,2.974790100000064,0.6670455999992555,0.6670455999992555,1.56814,-0.14444963950095263,0.03140209554368536,,,,None,,-0.1,-0.1,1.593309768529093,1.6,trial_list_0.5_green.csv,1.5995262000005823,1.632889299999988,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,green,red,,1792.1300526919647,,,,,0,243,243,421,trial,,,,,,green,1.7921300526919648,1.8,2.308183899999676,0.9976436999995713,1e-05,1e-05,,1.8000216000000364,1.8330697000001237,1.999662399999579,,2.308183899999676,2.308183899999676,0.0,2.308183899999676,2.5081159999999727,3.1084294000002046,0.8002455000005284,0.8002455000005284,1.88969,-0.0502074366127816,0.1390359783123183,,,,None,,-0.033,-0.03333333333333333,1.7258000526919648,1.7333333333333334,trial_list_0.5_green.csv,1.7329358999995748,1.7664699999995719,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,red,green,,1333.78159252332,,,,,0,244,244,166,trial,,,,,,red,1.3337815925233198,1.3416666666666666,2.308223999999427,0.9972535999995671,2e-05,2e-05,,1.3420484999996916,1.374895199999628,2.0002922999992734,,2.308223999999427,2.308223999999427,0.0,2.308223999999427,2.508285399999295,3.266768299999967,0.9585443000005398,0.9585443000005398,1.49316,-0.14778933853931117,-0.0031782653449314233,,,,None,,-0.3,-0.3,1.00045159252332,1.0083333333333333,trial_list_0.5_green.csv,1.008330799999385,1.0416784999997617,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,red,green,,1663.024445361983,,,,,0,245,245,420,trial,,,,,,red,1.663024445361983,1.675,2.308382399999573,0.9971773999996003,2e-05,2e-05,0.03342,1.6752900000001318,1.7085757999993803,2.0003796999999395,2.0337061999998696,2.308382399999573,2.700003399999332,0.3916209999997591,2.308382399999573,2.5082691999996314,3.2003538999997545,0.8919715000001815,0.5003505000004225,1.63074,-0.13552973759724812,0.05902101476009193,,,,None,,-0.1,-0.1,1.5296944453619832,1.5416666666666667,trial_list_0.5_green.csv,1.5419919999994818,1.575295599999663,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,green,red,,1364.1676201560538,,,,,0,246,246,323,trial,,,,,,green,1.3641676201560538,1.375,2.308281800000259,0.9970539000005374,2e-05,2e-05,0.03322,1.374880000000303,1.4082164000001285,2.000057100000049,2.0333439000005455,2.308281800000259,2.525097800000367,0.21681600000010803,2.308281800000259,2.5081755999999586,3.2084669000005306,0.9001851000002716,0.6833691000001636,1.52778,-0.14726085144727855,0.012885324501636871,,,,None,,0.167,0.16666666666666666,1.5644976201560536,1.575,trial_list_0.5_green.csv,1.5750670000006721,1.6081844000000274,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,red,green,,1182.8307647028616,,,,,0,247,247,0,trial,,,,,,red,1.1828307647028617,1.1916666666666667,2.308543799999825,0.9970496999994793,2e-05,2e-05,0.03344,1.1920304999994187,1.2250544999997146,2.0000445999994554,2.033458299999438,2.308543799999825,2.308543799999825,0.0,2.308543799999825,2.508376199999475,3.3671150999998645,1.0585713000000396,1.0585713000000396,1.77521,-0.09592956477959344,0.1124691449140061,,,,None,,0.1,0.1,1.3161607647028615,1.325,trial_list_0.5_green.csv,1.3252511000000595,1.358680800000002,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,green,red,,348.2568927401306,,,,,0,248,248,299,trial,,,,,,green,0.3482568927401306,0.35,2.308373400000164,0.9972283999995852,1e-05,1e-05,,0.35034230000019306,0.38330410000071424,1.999951200000396,,2.308373400000164,2.308373400000164,0.0,2.308373400000164,2.5082672000007733,3.016552099999899,0.7081786999997348,0.7081786999997348,1.32163,-0.12521595764430654,-0.07856687538466292,,,,None,,0.3,0.3,0.6815868927401305,0.6833333333333333,trial_list_0.5_green.csv,0.683398600000146,0.7165334999999686,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,339.15054939425767,,,,,0,249,249,181,trial,,,,,,green,0.33915054939425765,0.3416666666666667,2.3083866999995735,0.9975481999999829,1e-05,1e-05,0.03367,0.3416426000003412,0.37526270000034856,2.0007065999998304,2.033849599999485,2.3083866999995735,2.3083866999995735,0.0,2.3083866999995735,2.508216299999731,2.9419034000002284,0.633516700000655,0.633516700000655,0.30344,0.12052452847257489,0.0855898825384952,,,,None,,0.233,0.23333333333333334,0.6054805493942578,0.6083333333333333,trial_list_0.5_green.csv,0.6084777999994913,0.6418926999995165,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1009.1082086950051,0,0,0,0,0,250,250,494,fam,0.5326394000003347,0.5326394000003347,269.99999999999955,2.5410627999999633,2.5410627999999633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1009.1082086950051,1,0,1,0,0,250,250,494,fam,0.4987418999999136,0.4987418999999136,269.99999999999955,2.506884400000672,2.506884400000672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1009.1082086950051,2,0,2,0,0,250,250,494,fam,0.4978144999995493,0.4978144999995493,269.99999999999955,2.506336800000099,2.506336800000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1009.1082086950051,3,0,3,0,0,250,250,494,fam,0.4991470000004483,0.4991470000004483,269.99999999999955,2.507467700000234,2.507467700000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1009.1082086950051,,,,,0,250,250,494,trial,,,,,,red,1.0091082086950052,1.0166666666666666,2.308332199999313,0.990782400000171,1e-05,1e-05,0.03354,1.0168230999997832,1.0502628999993249,1.9999915999997029,2.033451799999966,2.308332199999313,2.308332199999313,0.0,2.308332199999313,2.50824190000003,3.1498306999992565,0.8414984999999433,0.8414984999999433,0.6967,0.12048478939449088,-0.0856458141478911,,,,None,,-0.033,-0.03333333333333333,0.9427782086950051,0.95,trial_list_0.5_green.csv,0.9498187999997754,0.9837173999994775,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
